,Gemeinde,Energiequelle,Anzahl
11127,Amsoldingen,Unbestimmt,28
11128,Rehetobel,Elektrizität,28
11129,Chancy,Elektrizität,28
11130,Zuzwil (BE),Holz,28
11131,Eysins,Gas,28
11132,Saicourt,Keine,28
11133,Seegräben,Elektrizität,28
11134,Ermatingen,Fernwärme,28
11135,La Sarraz,Fernwärme,28
11136,Mörigen,Holz,28
11137,Wauwil,Erdwärme,28
11138,Saint-Aubin (FR),Erdwärme,28
11139,Versoix,Keine,28
11140,Forst-Längenbühl,Unbestimmt,28
11141,Rümlingen,Erdwärme,28
11142,Raperswilen,Unbestimmt,28
11143,Jegenstorf,Erdwärme,28
11144,Cartigny,Fernwärme,28
11145,Champoz,Heizöl,28
11146,Gampel-Bratsch,,28
11147,Seelisberg,Luft,28
11148,Vevey,Unbestimmt,28
11149,Därstetten,Unbestimmt,28
11150,Ausserberg,Unbestimmt,28
11151,Ebikon,Luft,27
11152,Madiswil,Gas,27
11153,Rüderswil,Elektrizität,27
11154,Le Pâquier (FR),Fernwärme,27
11155,Boppelsen,Elektrizität,27
11156,Capriasca,Keine,27
11157,Schwaderloch,Elektrizität,27
11158,Bargen (SH),Holz,27
11159,Thônex,Fernwärme,27
11160,Spiringen,Keine,27
11161,Dompierre (VD),Holz,27
11162,Le Mouret,Erdwärme,27
11163,Vulliens,Holz,27
11164,Allschwil,Luft,27
11165,Rheinau,Elektrizität,27
11166,Schlieren,Elektrizität,27
11167,Mettembert,Heizöl,27
11168,Grandfontaine,Elektrizität,27
11169,Capriasca,Fernwärme,27
11170,Weinfelden,Sonne,27
11171,Le Flon,Luft,27
11172,Urdorf,Elektrizität,27
11173,Oberentfelden,Keine,27
11174,Hägglingen,Elektrizität,27
11175,Urtenen-Schönbühl,Elektrizität,27
11176,Rochefort,Luft,27
11177,Oberhünigen,Heizöl,27
11178,Sevelen,Keine,27
11179,Gansingen,Elektrizität,27
11180,Bière,Holz,27
11181,La Sonnaz,Gas,27
11182,Sennwald,Sonne,27
11183,Le Flon,Elektrizität,27
11184,La Tour-de-Peilz,Erdwärme,27
11185,Weesen,Luft,27
11186,Balsthal,Keine,27
11187,La Tour-de-Peilz,Keine,27
11188,Gurmels,Fernwärme,27
11189,Oberrohrdorf,Erdwärme,27
11190,Amsoldingen,Keine,27
11191,Baltschieder,Elektrizität,27
11192,Courchapoix,Unbestimmt,27
11193,Schönenwerd,Elektrizität,27
11194,La Chaux-des-Breuleux,Heizöl,27
11195,Chamblon,Elektrizität,27
11196,Mies,Keine,27
11197,Troinex,,27
11198,Küttigen,Erdwärme,27
11199,Greppen,Unbestimmt,27
11200,Waldstatt,Keine,27
11201,Soral,Elektrizität,27
11202,Walenstadt,Sonne,27
11203,Oppens,Heizöl,27
11204,Tübach,Erdwärme,27
11205,Unterramsern,Holz,27
11206,Lavigny,Elektrizität,27
11207,Chessel,Gas,27
11208,Walliswil bei Niederbipp,Keine,27
11209,Wila,Elektrizität,27
11210,Lauterbrunnen,Luft,27
11211,Cudrefin,Erdwärme,27
11212,Rueyres,Gas,27
11213,Birr,Holz,27
11214,Siselen,Holz,27
11215,Oltingen,Erdwärme,27
11216,Montpreveyres,Unbestimmt,27
11217,Vuarrens,Keine,27
11218,Knutwil,Elektrizität,27
11219,Löhningen,Elektrizität,27
11220,Veytaux,Holz,27
11221,Bernex,Keine,27
11222,Münchenbuchsee,Erdwärme,27
11223,Saint-Martin (VS),Luft,27
11224,Kaiseraugst,Keine,27
11225,Herisau,Fernwärme,27
11226,Mosnang,Keine,27
11227,Coeuve,Luft,27
11228,Val-d'Illiez,,27
11229,Löhningen,Erdwärme,27
11230,Buchillon,Elektrizität,27
11231,Kappel (SO),Holz,27
11232,Geuensee,Erdwärme,27
11233,Rohrbachgraben,Heizöl,27
11234,Aeschi bei Spiez,Keine,27
11235,Neckertal,Fernwärme,27
11236,Thierachern,Elektrizität,27
11237,Nendaz,Fernwärme,27
11238,Nenzlingen,Holz,27
11239,Flumenthal,Elektrizität,27
11240,Aefligen,Holz,27
11241,Böztal,Fernwärme,27
11242,Neuchâtel,Sonne,27
11243,Isenthal,Keine,27
11244,Epalinges,Luft,27
11245,Lussery-Villars,Heizöl,27
11246,Finsterhennen,Unbestimmt,27
11247,Inkwil,Elektrizität,27
11248,Gimel,Keine,27
11249,Delley-Portalban,Luft,27
11250,Ueberstorf,Erdwärme,27
11251,Bätterkinden,Luft,27
11252,Muntelier,Erdwärme,27
11253,Sévaz,Heizöl,27
11254,Ermatingen,Erdwärme,27
11255,Itingen,Luft,27
11256,Auw,Erdwärme,27
11257,Giffers,Luft,27
11258,Zuoz,Elektrizität,27
11259,Surpierre,Elektrizität,27
11260,Römerswil,Elektrizität,27
11261,Bönigen,Keine,27
11262,Adligenswil,,27
11263,Uebeschi,Unbestimmt,27
11264,Leuzigen,Keine,27
11265,Misery-Courtion,Luft,27
11266,Schafisheim,Gas,27
11267,Savigny,Keine,27
11268,Haute-Sorne,Wasser,27
11269,Merzligen,Unbestimmt,27
11270,Vucherens,Unbestimmt,27
11271,Neyruz (FR),Fernwärme,27
11272,Trüllikon,Elektrizität,27
11273,Gipf-Oberfrick,Fernwärme,27
11274,Uitikon,Holz,27
11275,Tschiertschen-Praden,,27
11276,Neunforn,Elektrizität,27
11277,Buch (SH),Unbestimmt,27
11278,Wynau,Elektrizität,27
11279,Unterbäch,Unbestimmt,27
11280,Icogne,Holz,27
11281,Hauterive (FR),Gas,27
11282,Pfaffnau,Elektrizität,27
11283,Dietlikon,Fernwärme,27
11284,Grandevent,Elektrizität,27
11285,Wolfwil,Elektrizität,27
11286,Merenschwand,Elektrizität,27
11287,Mettmenstetten,Gas,26
11288,Mattstetten,Holz,26
11289,Schneisingen,Elektrizität,26
11290,Boswil,Elektrizität,26
11291,Airolo,Keine,26
11292,Saint-Barthélemy (VD),Elektrizität,26
11293,Hallwil,Keine,26
11294,Milvignes,Luft,26
11295,Trient,Heizöl,26
11296,Felben-Wellhausen,Wasser,26
11297,Mathod,Elektrizität,26
11298,Zufikon,Erdwärme,26
11299,Bournens,Heizöl,26
11300,Werthenstein,Elektrizität,26
11301,Hallwil,Elektrizität,26
11302,Rütschelen,Unbestimmt,26
11303,Cuarnens,Heizöl,26
11304,S-chanf,Unbestimmt,26
11305,Marchissy,Elektrizität,26
11306,Botterens,Luft,26
11307,Oberwil (BL),Luft,26
11308,Schleitheim,Luft,26
11309,Schinznach,Keine,26
11310,Meinisberg,Elektrizität,26
11311,Treyvaux,Fernwärme,26
11312,Bärschwil,Unbestimmt,26
11313,Flaach,Elektrizität,26
11314,Bottens,Unbestimmt,26
11315,Iseltwald,Unbestimmt,26
11316,La Punt Chamues-ch,Holz,26
11317,Zollikon,Holz,26
11318,Gals,Fernwärme,26
11319,Winkel,Gas,26
11320,Boniswil,Keine,26
11321,Uesslingen-Buch,Keine,26
11322,Grindel,Unbestimmt,26
11323,Courtételle,Keine,26
11324,L'Isle,Keine,26
11325,Rubigen,Luft,26
11326,Kirchdorf (BE),Luft,26
11327,Bonvillars,Holz,26
11328,Bowil,Unbestimmt,26
11329,Unterschächen,Keine,26
11330,Furna,Heizöl,26
11331,Trogen,Elektrizität,26
11332,Celerina/Schlarigna,Unbestimmt,26
11333,Troinex,Elektrizität,26
11334,Maur,Fernwärme,26
11335,Orges,Unbestimmt,26
11336,Courgevaux,Luft,26
11337,Hedingen,Fernwärme,26
11338,Trin,Keine,26
11339,Personico,Unbestimmt,26
11340,Ziefen,Elektrizität,26
11341,Buchegg,Keine,26
11342,Ogens,Heizöl,26
11343,Alpthal,Keine,26
11344,Windisch,Fernwärme,26
11345,Gletterens,Erdwärme,26
11346,Rüegsau,Keine,26
11347,Schongau,Keine,26
11348,Wolhusen,Fernwärme,26
11349,Sainte-Croix,Fernwärme,26
11350,Mendrisio,Fernwärme,26
11351,Schwadernau,Elektrizität,26
11352,Zell (ZH),Luft,26
11353,Hüttwilen,Fernwärme,26
11354,Bülach,Fernwärme,26
11355,Flerden,Heizöl,26
11356,Düdingen,Keine,26
11357,Kappel (SO),Elektrizität,26
11358,Corcelles-près-Concise,Holz,26
11359,Lens,Keine,26
11360,Montilliez,Keine,26
11361,Beurnevésin,Holz,26
11362,Niedergösgen,Fernwärme,26
11363,Vufflens-la-Ville,Keine,26
11364,Vuisternens-devant-Romont,Erdwärme,26
11365,Chur,Luft,26
11366,Thusis,Fernwärme,26
11367,Genthod,,26
11368,Montreux,Fernwärme,26
11369,Grandevent,Heizöl,26
11370,Fontaines-sur-Grandson,Heizöl,26
11371,Grandevent,Holz,26
11372,Rivaz,Heizöl,26
11373,Châtillon (JU),Holz,26
11374,Le Noirmont,Keine,26
11375,Vétroz,Holz,26
11376,Genolier,Luft,26
11377,Spiez,Gas,26
11378,Farnern,Holz,26
11379,Soyhières,Holz,26
11380,Häfelfingen,Holz,26
11381,Lavigny,Keine,26
11382,Lauterbrunnen,Unbestimmt,26
11383,Lauterbrunnen,Keine,26
11384,Hemberg,Fernwärme,26
11385,Arzier-Le Muids,Keine,26
11386,Gsteig,Keine,26
11387,Waltenschwil,Elektrizität,26
11388,Damphreux,Holz,26
11389,Coppet,Keine,26
11390,Tannay,Erdwärme,26
11391,Lully (FR),Luft,26
11392,Hermrigen,Unbestimmt,26
11393,Teufenthal (AG),Keine,26
11394,Conters im Prättigau,Heizöl,26
11395,Lovatens,Heizöl,26
11396,Corgémont,Luft,26
11397,Derendingen,Fernwärme,26
11398,Derendingen,Holz,26
11399,Losone,Gas,26
11400,Sulgen,Elektrizität,26
11401,Fieschertal,Unbestimmt,26
11402,Villars-Epeney,,26
11403,Münchwilen (AG),Elektrizität,26
11404,Berolle,Heizöl,26
11405,Diemtigen,Luft,26
11406,Val-d'Illiez,Luft,26
11407,Rumisberg,Unbestimmt,26
11408,Neckertal,Luft,26
11409,Diepflingen,Holz,26
11410,Rickenbach (SO),Elektrizität,26
11411,Erlinsbach (AG),Luft,26
11412,Gerzensee,Elektrizität,26
11413,Lausen,Holz,26
11414,Riederalp,Keine,26
11415,Goldach,Erdwärme,26
11416,Rochefort,Unbestimmt,26
11417,Wasterkingen,Elektrizität,26
11418,Granges (Veveyse),Erdwärme,26
11419,Trachselwald,Keine,26
11420,Cottens (FR),Luft,26
11421,Roche (VD),Unbestimmt,26
11422,Aranno,Elektrizität,26
11423,Chancy,,26
11424,Torricella-Taverne,Keine,26
11425,Wegenstetten,Elektrizität,26
11426,Lancy,Keine,26
11427,Ballwil,Fernwärme,26
11428,Himmelried,Elektrizität,26
11429,Bettenhausen,Elektrizität,25
11430,Lüsslingen-Nennigkofen,Elektrizität,25
11431,Santa Maria in Calanca,Heizöl,25
11432,Grossdietwil,Keine,25
11433,Gerzensee,Keine,25
11434,Sennwald,Luft,25
11435,Neggio,Unbestimmt,25
11436,Dällikon,Elektrizität,25
11437,Yens,Holz,25
11438,Villarzel,Unbestimmt,25
11439,Gottlieben,Heizöl,25
11440,Kaltbrunn,Keine,25
11441,Saint-Sulpice (VD),Erdwärme,25
11442,Liedertswil,Erdwärme,25
11443,Pomy,Unbestimmt,25
11444,Balm bei Günsberg,Unbestimmt,25
11445,Rossinière,Unbestimmt,25
11446,Thun,Erdwärme,25
11447,Champtauroz,Heizöl,25
11448,Unterseen,Keine,25
11449,Les Clées,Heizöl,25
11450,Oensingen,Elektrizität,25
11451,Thundorf,Fernwärme,25
11452,Tschugg,Holz,25
11453,Crésuz,Holz,25
11454,Bougy-Villars,Elektrizität,25
11455,Cadempino,Elektrizität,25
11456,Fey,Elektrizität,25
11457,La Sagne,Fernwärme,25
11458,Anniviers,Sonne,25
11459,Wynigen,Keine,25
11460,Uitikon,Elektrizität,25
11461,Ferrera,Elektrizität,25
11462,Mauborget,Elektrizität,25
11463,Kirchdorf (BE),Elektrizität,25
11464,Haute-Sorne,Fernwärme,25
11465,Ferpicloz,Unbestimmt,25
11466,Diessenhofen,Fernwärme,25
11467,Jussy,Holz,25
11468,Bettlach,Elektrizität,25
11469,Münchenbuchsee,Keine,25
11470,Les Ponts-de-Martel,Fernwärme,25
11471,Develier,Luft,25
11472,Bassins,Gas,25
11473,Safenwil,Luft,25
11474,Brüttelen,Unbestimmt,25
11475,Baulmes,Keine,25
11476,Vechigen,Erdwärme,25
11477,Degersheim,Elektrizität,25
11478,Fey,Holz,25
11479,Baltschieder,Holz,25
11480,Vaz/Obervaz,Fernwärme,25
11481,Luterbach,Fernwärme,25
11482,Degersheim,Sonne,25
11483,Zwieselberg,Heizöl,25
11484,Gampelen,Elektrizität,25
11485,Tegerfelden,Elektrizität,25
11486,Corcelles (BE),Holz,25
11487,Meinisberg,Holz,25
11488,Bergdietikon,Erdwärme,25
11489,Hombrechtikon,Gas,25
11490,Berg (TG),Elektrizität,25
11491,Tentlingen,Erdwärme,25
11492,Corcelles-près-Concise,Elektrizität,25
11493,Zürich,Wasser,25
11494,Laconnex,Gas,25
11495,Bercher,Keine,25
11496,Lufingen,Keine,25
11497,Treyvaux,Erdwärme,25
11498,Mülligen,Holz,25
11499,Moosseedorf,Elektrizität,25
11500,Lyss,Erdwärme,25
11501,Moiry,Holz,25
11502,Radelfingen,Elektrizität,25
11503,Embrach,Keine,25
11504,Burtigny,Fernwärme,25
11505,Saint-Blaise,Luft,25
11506,Cologny,Erdwärme,25
11507,Ramlinsburg,Holz,25
11508,Senarclens,Heizöl,25
11509,Ropraz,Gas,25
11510,Sumiswald,Luft,25
11511,Rodersdorf,Luft,25
11512,Ausserberg,,25
11513,Täsch,Elektrizität,25
11514,Zufikon,Fernwärme,25
11515,Muhen,Keine,25
11516,Ferden,Elektrizität,25
11517,Mumpf,Holz,25
11518,Wolfwil,Keine,25
11519,Marbach (SG),Luft,25
11520,Fraubrunnen,Wasser,25
11521,Nods,Elektrizität,25
11522,Montanaire,Fernwärme,25
11523,Corsier (GE),,25
11524,Choulex,Elektrizität,25
11525,Ballaigues,Keine,25
11526,Niederönz,Elektrizität,25
11527,Bottens,Holz,25
11528,Vulliens,Unbestimmt,25
11529,Orbe,Fernwärme,25
11530,Laupersdorf,Fernwärme,25
11531,Hüttikon,Elektrizität,25
11532,Bas-Intyamon,Keine,25
11533,Wittenbach,Gas,25
11534,Chexbres,Elektrizität,25
11535,Eriswil,Unbestimmt,25
11536,Hildisrieden,Elektrizität,25
11537,Maisprach,Elektrizität,25
11538,Laupen,Luft,25
11539,Bussnang,Luft,25
11540,Beinwil (Freiamt),Elektrizität,25
11541,Eclépens,Elektrizität,25
11542,Arni (AG),Holz,25
11543,Rossa,Heizöl,25
11544,Caslano,Fernwärme,25
11545,Nuvilly,Elektrizität,25
11546,Nottwil,Elektrizität,25
11547,Hellikon,Keine,25
11548,Vérossaz,,25
11549,Noville,Holz,25
11550,Schwadernau,Luft,25
11551,Rüfenach,Holz,25
11552,Bischofszell,Erdwärme,25
11553,Castel San Pietro,Gas,25
11554,Paudex,Unbestimmt,25
11555,Onnens (VD),Holz,25
11556,Oberembrach,Fernwärme,25
11557,Les Breuleux,Elektrizität,25
11558,Buchegg,,25
11559,Les Bois,Elektrizität,25
11560,Eggerberg,Elektrizität,25
11561,Hefenhofen,Luft,25
11562,Weiningen (ZH),Elektrizität,25
11563,Torny,Gas,25
11564,Oeschenbach,Heizöl,25
11565,Courchavon,Unbestimmt,25
11566,Staffelbach,Fernwärme,25
11567,Scuol,Sonne,25
11568,Scheuren,Unbestimmt,25
11569,Wohlen (AG),Erdwärme,25
11570,Arch,Keine,25
11571,Penthalaz,Unbestimmt,25
11572,Bonfol,Elektrizität,25
11573,Opfikon,Elektrizität,25
11574,Hauterive (FR),Holz,25
11575,Saas-Fee,Holz,24
11576,Soral,Gas,24
11577,Ruswil,Luft,24
11578,Schöfflisdorf,Elektrizität,24
11579,Tentlingen,Elektrizität,24
11580,Centovalli,Gas,24
11581,Bonvillars,Unbestimmt,24
11582,Schwarzenburg,Luft,24
11583,Billens-Hennens,Holz,24
11584,Tamins,Luft,24
11585,Oberbüren,Unbestimmt,24
11586,Noville,Fernwärme,24
11587,Grandvillard,Elektrizität,24
11588,Saillon,Wasser,24
11589,Cossonay,Holz,24
11590,Tegerfelden,Keine,24
11591,Birrhard,Keine,24
11592,Schönenbuch,Holz,24
11593,Bavois,Elektrizität,24
11594,Hemmiken,Erdwärme,24
11595,Bonfol,Unbestimmt,24
11596,Sorens,Elektrizität,24
11597,Birwinken,Elektrizität,24
11598,Sonceboz-Sombeval,Elektrizität,24
11599,Sursee,Gas,24
11600,Evilard,Luft,24
11601,Böckten,Elektrizität,24
11602,Mägenwil,Holz,24
11603,Sorengo,Elektrizität,24
11604,Soral,Unbestimmt,24
11605,Niederbüren,Luft,24
11606,Saint-Prex,Erdwärme,24
11607,Chigny,Gas,24
11608,Heitenried,Erdwärme,24
11609,Chavannes-le-Chêne,Holz,24
11610,Pompaples,Elektrizität,24
11611,Chêne-Bougeries,Fernwärme,24
11612,Bettingen,,24
11613,Payerne,Erdwärme,24
11614,Röschenz,Elektrizität,24
11615,Merenschwand,Fernwärme,24
11616,Fischbach-Göslikon,Elektrizität,24
11617,Rheinfelden,Keine,24
11618,Niederwil (AG),Elektrizität,24
11619,Grolley,Keine,24
11620,Tägerwilen,Erdwärme,24
11621,Oberhelfenschwil,Elektrizität,24
11622,Belmont-sur-Lausanne,Luft,24
11623,Pfyn,Luft,24
11624,Pfyn,Keine,24
11625,Tschugg,Unbestimmt,24
11626,Merzligen,Holz,24
11627,Nidau,Elektrizität,24
11628,Niedergesteln,Keine,24
11629,Pfeffingen,Holz,24
11630,Boudry,Elektrizität,24
11631,Steinhausen,Fernwärme,24
11632,Sarmenstorf,Luft,24
11633,Bolligen,Erdwärme,24
11634,Morlon,Luft,24
11635,Schönholzerswilen,Keine,24
11636,Thürnen,Elektrizität,24
11637,Collonges,,24
11638,Collonges,Keine,24
11639,Feuerthalen,Holz,24
11640,Collonge-Bellerive,Holz,24
11641,Münchenbuchsee,Gas,24
11642,Brügg,Keine,24
11643,Châtel-sur-Montsalvens,Unbestimmt,24
11644,Thônex,Keine,24
11645,Thônex,Holz,24
11646,Hergiswil bei Willisau,Keine,24
11647,Goumoëns,Holz,24
11648,Heiligenschwendi,Unbestimmt,24
11649,Stettfurt,Keine,24
11650,Oberlunkhofen,Luft,24
11651,Bitsch,Unbestimmt,24
11652,Bofflens,Gas,24
11653,Schlossrued,Elektrizität,24
11654,Bürglen (TG),Elektrizität,24
11655,Courtepin,Keine,24
11656,Birrhard,Elektrizität,24
11657,Courroux,Keine,24
11658,Egliswil,Elektrizität,24
11659,Zuzgen,Elektrizität,24
11660,Wiler (Lötschen),Unbestimmt,24
11661,Vérossaz,Unbestimmt,24
11662,Zuchwil,Elektrizität,24
11663,Lajoux (JU),Elektrizität,24
11664,Eclépens,Keine,24
11665,Eptingen,Erdwärme,24
11666,Lotzwil,Luft,24
11667,Volken,Holz,24
11668,Lully (FR),Holz,24
11669,Unterramsern,Heizöl,24
11670,Vaz/Obervaz,,24
11671,Vuisternens-devant-Romont,Luft,24
11672,Frenkendorf,Holz,24
11673,Gilly,Holz,24
11674,Wynau,Keine,24
11675,Wattwil,Sonne,24
11676,Arzier-Le Muids,Erdwärme,24
11677,Kleinbösingen,Elektrizität,24
11678,Maracon,Unbestimmt,24
11679,Zollikofen,Erdwärme,24
11680,Hüttlingen,Fernwärme,24
11681,Zell (LU),Elektrizität,24
11682,Unterägeri,Gas,24
11683,Kaltbrunn,Elektrizität,24
11684,Unterlangenegg,Elektrizität,24
11685,Aedermannsdorf,Unbestimmt,24
11686,Romoos,Heizöl,24
11687,Luterbach,Elektrizität,24
11688,Fontenais,Fernwärme,24
11689,Avusy,Holz,24
11690,Köniz,Sonne,24
11691,Bubikon,Keine,24
11692,Buchs (AG),Fernwärme,24
11693,Mauraz,,24
11694,Däniken,Elektrizität,24
11695,Dotzigen,Elektrizität,24
11696,Kandersteg,Fernwärme,24
11697,Kaufdorf,Elektrizität,24
11698,Galgenen,Keine,24
11699,Loveresse,Unbestimmt,24
11700,Uzwil,Fernwärme,24
11701,Meinier,Holz,24
11702,Wyssachen,Keine,24
11703,Tübach,Luft,24
11704,Ballwil,Elektrizität,24
11705,Denges,Unbestimmt,24
11706,Vendlincourt,Unbestimmt,24
11707,Buchegg,Fernwärme,24
11708,Founex,Erdwärme,24
11709,Martigny-Combe,Luft,24
11710,Autigny,Elektrizität,24
11711,Gipf-Oberfrick,Luft,24
11712,Arnex-sur-Nyon,Heizöl,24
11713,Affoltern im Emmental,Elektrizität,24
11714,Autigny,Holz,24
11715,Les Bois,Keine,24
11716,Aadorf,Luft,24
11717,Dietlikon,Holz,24
11718,La Sonnaz,Holz,24
11719,Aarburg,Keine,24
11720,Gimel,Unbestimmt,24
11721,Dagmersellen,Gas,24
11722,Wald (ZH),Gas,24
11723,Baulmes,Holz,24
11724,La Verrerie,Luft,24
11725,Fürstenau,Holz,24
11726,La Grande Béroche,Erdwärme,24
11727,Kehrsatz,Luft,24
11728,Zuzwil (BE),Unbestimmt,24
11729,Ennetbaden,Luft,24
11730,Baar,Fernwärme,24
11731,Aeschi bei Spiez,Luft,24
11732,Romainmôtier-Envy,Holz,24
11733,Full-Reuenthal,Elektrizität,24
11734,Attiswil,Elektrizität,24
11735,Uzwil,Erdwärme,24
11736,Untereggen,Luft,24
11737,Widnau,Sonne,24
11738,Diepoldsau,Erdwärme,23
11739,Villmergen,Fernwärme,23
11740,Campo (Vallemaggia),Heizöl,23
11741,Schlatt (TG),Keine,23
11742,Courgevaux,Holz,23
11743,Hofstetten bei Brienz,Keine,23
11744,Niedermuhlern,Unbestimmt,23
11745,Wangenried,Unbestimmt,23
11746,Obergoms,Fernwärme,23
11747,Trélex,Holz,23
11748,Münsterlingen,Elektrizität,23
11749,Chavannes-près-Renens,Unbestimmt,23
11750,Savigny,Luft,23
11751,Granges (Veveyse),Holz,23
11752,Begnins,Fernwärme,23
11753,Plaffeien,Luft,23
11754,Bottighofen,Keine,23
11755,Dachsen,Keine,23
11756,Tecknau,Holz,23
11757,Eschenz,Erdwärme,23
11758,Bettenhausen,Unbestimmt,23
11759,Massonnens,Holz,23
11760,Lengnau (BE),Fernwärme,23
11761,Cama,Holz,23
11762,Wittnau,Luft,23
11763,Oberrieden,Holz,23
11764,Tenniken,Elektrizität,23
11765,Konolfingen,Luft,23
11766,Schwerzenbach,Holz,23
11767,Oppens,Holz,23
11768,Burgistein,Unbestimmt,23
11769,Dürrenroth,Elektrizität,23
11770,Luthern,Unbestimmt,23
11771,Les Montets,Luft,23
11772,Vordemwald,Keine,23
11773,Schöfflisdorf,Holz,23
11774,Mandach,Unbestimmt,23
11775,Mont-Noble,Erdwärme,23
11776,Bellinzona,Sonne,23
11777,Alto Malcantone,Keine,23
11778,Founex,Luft,23
11779,Renan (BE),Unbestimmt,23
11780,Heiligenschwendi,Elektrizität,23
11781,Oetwil an der Limmat,Holz,23
11782,Lenzburg,Erdwärme,23
11783,Avully,Elektrizität,23
11784,Niedergösgen,Elektrizität,23
11785,La Rippe,Holz,23
11786,Niederdorf,Elektrizität,23
11787,Burgistein,Luft,23
11788,La Sagne,Unbestimmt,23
11789,Seehof,Holz,23
11790,Starrkirch-Wil,Erdwärme,23
11791,Oppligen,Unbestimmt,23
11792,Stein (AR),Elektrizität,23
11793,Wilen (TG),Holz,23
11794,Riviera,Gas,23
11795,Martigny-Combe,Keine,23
11796,Bottens,Keine,23
11797,Mies,Erdwärme,23
11798,Alchenstorf,Keine,23
11799,Rorbas,Keine,23
11800,Wisen (SO),Unbestimmt,23
11801,Corcelles-le-Jorat,Unbestimmt,23
11802,Ossingen,Keine,23
11803,Schmitten (FR),Luft,23
11804,Trimbach,Fernwärme,23
11805,Oberrieden,Fernwärme,23
11806,Broc,Holz,23
11807,Wiler bei Utzenstorf,Elektrizität,23
11808,Münchwilen (TG),Luft,23
11809,Corminboeuf,Holz,23
11810,Dällikon,Holz,23
11811,Vionnaz,Keine,23
11812,Château-d'Oex,Erdwärme,23
11813,Valeyres-sous-Rances,Holz,23
11814,Rossenges,,23
11815,Marbach (SG),Sonne,23
11816,Andermatt,Elektrizität,23
11817,Diessenhofen,Sonne,23
11818,Stallikon,Luft,23
11819,Untereggen,Erdwärme,23
11820,Mumpf,Elektrizität,23
11821,Menziken,Erdwärme,23
11822,Nyon,Fernwärme,23
11823,Guttet-Feschel,Unbestimmt,23
11824,Ausserberg,Elektrizität,23
11825,Cronay,Unbestimmt,23
11826,Rorschacherberg,Erdwärme,23
11827,Nuglar-St. Pantaleon,Luft,23
11828,Yvorne,Holz,23
11829,Brünisried,Elektrizität,23
11830,Turgi,Elektrizität,23
11831,Ulmiz,Holz,23
11832,Morges,Fernwärme,23
11833,Bullet,Unbestimmt,23
11834,Le Chenit,Gas,23
11835,Rüderswil,Fernwärme,23
11836,Lax,Unbestimmt,23
11837,Jonschwil,Erdwärme,23
11838,Buckten,Elektrizität,23
11839,Saint-Cergue,Gas,23
11840,Giez,Unbestimmt,23
11841,Brislach,Elektrizität,23
11842,Kaiseraugst,Elektrizität,23
11843,Gilly,Elektrizität,23
11844,Grandfontaine,Unbestimmt,23
11845,Zetzwil,Elektrizität,23
11846,Eischoll,Heizöl,23
11847,Inden,Heizöl,23
11848,Saint-Sulpice (VD),Holz,23
11849,Hermance,Elektrizität,23
11850,Ried bei Kerzers,Erdwärme,23
11851,Jens,Elektrizität,23
11852,Loveresse,Holz,23
11853,Kappel (SO),Luft,23
11854,Kappelen,Keine,23
11855,Zwingen,Gas,23
11856,Mézières (FR),Erdwärme,23
11857,Hagneck,Elektrizität,23
11858,Tartegnin,Gas,23
11859,Geltwil,Unbestimmt,23
11860,Grandval,Unbestimmt,23
11861,Brig-Glis,Fernwärme,23
11862,Grub (AR),Unbestimmt,23
11863,Häggenschwil,Luft,23
11864,Buch (SH),Ferwärme,23
11865,Doppleschwand,Keine,23
11866,Cressier (NE),Luft,23
11867,Mendrisio,Luft,23
11868,Oberengstringen,Elektrizität,23
11869,Fulenbach,Gas,23
11870,Walenstadt,Luft,23
11871,Zizers,Elektrizität,23
11872,Brienz (BE),Fernwärme,23
11873,Puidoux,Fernwärme,23
11874,Huttwil,Luft,23
11875,Cugy (VD),Holz,22
11876,Pont-la-Ville,Holz,22
11877,Jens,Keine,22
11878,Ardon,Keine,22
11879,Visperterminen,Luft,22
11880,Utzenstorf,Wasser,22
11881,Schwellbrunn,Elektrizität,22
11882,Adlikon,Elektrizität,22
11883,Cronay,Holz,22
11884,Cugy (FR),Luft,22
11885,Meiringen,Luft,22
11886,Küblis,Elektrizität,22
11887,Treytorrens (Payerne),Heizöl,22
11888,Böttstein,Keine,22
11889,Sumvitg,Keine,22
11890,Marsens,Fernwärme,22
11891,Orvin,Luft,22
11892,Jorat-Mézières,Fernwärme,22
11893,Steinen,Gas,22
11894,Muolen,Keine,22
11895,Terre di Pedemonte,Gas,22
11896,Belfaux,Holz,22
11897,Vechigen,Luft,22
11898,Rümlang,Fernwärme,22
11899,Chippis,Elektrizität,22
11900,Niederhasli,Fernwärme,22
11901,Malters,Fernwärme,22
11902,Oetwil an der Limmat,Keine,22
11903,Roggenburg,Holz,22
11904,Biasca,Gas,22
11905,La Punt Chamues-ch,Elektrizität,22
11906,Niederbüren,Keine,22
11907,Meinier,Elektrizität,22
11908,Ballwil,Erdwärme,22
11909,Burg (AG),Elektrizität,22
11910,Vucherens,Holz,22
11911,Seewis im Prättigau,Keine,22
11912,Les Ponts-de-Martel,Luft,22
11913,Brig-Glis,Luft,22
11914,S-chanf,Keine,22
11915,Seegräben,Keine,22
11916,Brienzwiler,Unbestimmt,22
11917,Morlon,Erdwärme,22
11918,Torny,Holz,22
11919,La Sonnaz,Elektrizität,22
