,Gemeinde,Energiequelle,Anzahl
9684,Saint-Barthélemy (VD),Keine,16
9685,Gibloux,Gas,16
9686,Geuensee,Keine,16
9687,Villars-Sainte-Croix,Keine,16
9688,Arnex-sur-Orbe,Keine,16
9689,Heiden,Elektrizität,16
9690,Lajoux (JU),Keine,16
9691,Milvignes,Elektrizität,16
9692,Seewis im Prättigau,Elektrizität,16
9693,Salmsach,Keine,16
9694,Courchavon,Keine,16
9695,Rickenbach (LU),Elektrizität,16
9696,Uttigen,Elektrizität,16
9697,Saint-George,Keine,16
9698,Poliez-Pittet,Keine,16
9699,Teuffenthal (BE),Heizöl,16
9700,Döttingen,Keine,16
9701,Mammern,Keine,16
9702,Bioley-Magnoux,Weitere,16
9703,Ferreyres,Elektrizität,16
9704,Melide,Weitere,16
9705,Bettwiesen,Elektrizität,16
9706,Carouge (GE),Elektrizität,16
9707,Pfungen,Elektrizität,16
9708,Affoltern im Emmental,Keine,16
9709,Sant'Antonino,Gas,16
9710,Chavannes-des-Bois,Gas,16
9711,Lens,Keine,16
9712,Beggingen,Elektrizität,16
9713,Dänikon,Keine,16
9714,Dozwil,Elektrizität,16
9715,Wauwil,Keine,16
9716,Ormalingen,Elektrizität,16
9717,Chamblon,Heizöl,16
9718,Prévondavaux,Weitere,16
9719,St. Margrethen,Elektrizität,16
9720,Vucherens,Elektrizität,16
9721,Ayent,Gas,16
9722,Lonay,Keine,16
9723,Wohlenschwil,Elektrizität,16
9724,Kriegstetten,Gas,16
9725,Quinto,Keine,16
9726,Medel (Lucmagn),Keine,16
9727,Aesch (ZH),Elektrizität,16
9728,Bursins,Weitere,16
9729,Hellikon,Elektrizität,16
9730,Ogens,Weitere,16
9731,Dardagny,Weitere,16
9732,Jonen,Elektrizität,16
9733,Ufhusen,Keine,16
9734,Syens,Heizöl,16
9735,Onex,Keine,16
9736,Schmiedrued,Keine,16
9737,Endingen,Keine,16
9738,Romanel-sur-Morges,Gas,16
9739,Muriaux,Elektrizität,16
9740,Fulenbach,Keine,16
9741,Romont (BE),Keine,16
9742,Icogne,Gas,16
9743,Avers,Heizöl,16
9744,Densbüren,Keine,16
9745,Echandens,Keine,16
9746,Premier,Elektrizität,16
9747,Brenzikofen,Elektrizität,16
9748,Satigny,Keine,16
9749,Wenslingen,Elektrizität,16
9750,Bossonnens,Elektrizität,16
9751,Diepoldsau,Keine,16
9752,Vernate,Weitere,16
9753,Churwalden,Gas,16
9754,Cartigny,Gas,16
9755,Bister,Weitere,16
9756,Granges (Veveyse),Gas,16
9757,Känerkinden,Elektrizität,16
9758,Killwangen,Elektrizität,16
9759,Untereggen,Keine,16
9760,Heimenhausen,Gas,16
9761,Avry,Gas,16
9762,Bannwil,Keine,16
9763,Villeret,Elektrizität,16
9764,Bassins,Keine,16
9765,Muhen,Keine,15
9766,Bofflens,Weitere,15
9767,Maracon,Gas,15
9768,Andwil (SG),Keine,15
9769,Hüniken,Heizöl,15
9770,Merishausen,Elektrizität,15
9771,Rossa,Keine,15
9772,Dättlikon,Keine,15
9773,Krattigen,Keine,15
9774,Belprahon,Elektrizität,15
9775,Saas-Almagell,Weitere,15
9776,Tartegnin,Elektrizität,15
9777,Fischbach-Göslikon,Keine,15
9778,Ettiswil,Keine,15
9779,Ogens,Keine,15
9780,Minusio,Gas,15
9781,Damphreux-Lugnez,Elektrizität,15
9782,Uitikon,Keine,15
9783,Realp,Weitere,15
9784,Mollens (VD),Elektrizität,15
9785,Worb,Gas,15
9786,Eriswil,Elektrizität,15
9787,Raron,Keine,15
9788,Oeschgen,Elektrizität,15
9789,Hospental,Elektrizität,15
9790,St. Ursen,Keine,15
9791,Trimmis,Elektrizität,15
9792,Deitingen,Elektrizität,15
9793,Tecknau,Elektrizität,15
9794,Zetzwil,Keine,15
9795,Hüttikon,Weitere,15
9796,Chavannes-près-Renens,Keine,15
9797,Egolzwil,Elektrizität,15
9798,Linescio,Unbestimmt,15
9799,Metzerlen-Mariastein,Elektrizität,15
9800,Pfeffingen,Elektrizität,15
9801,St. Niklaus,Keine,15
9802,Rances,Elektrizität,15
9803,Wiggiswil,Weitere,15
9804,Vullierens,Elektrizität,15
9805,Vugelles-La Mothe,Weitere,15
9806,Forst-Längenbühl,Elektrizität,15
9807,Riddes,Gas,15
9808,Bursinel,Elektrizität,15
9809,Rüfenach,Elektrizität,15
9810,Mervelier,Elektrizität,15
9811,Saint-Livres,Elektrizität,15
9812,Salvan,Gas,15
9813,Schnottwil,Keine,15
9814,Cugy (VD),Keine,15
9815,Wikon,Elektrizität,15
9816,Fiesch,Keine,15
9817,Prilly,Elektrizität,15
9818,Eptingen,Elektrizität,15
9819,Boussens,Weitere,15
9820,Ependes (VD),Elektrizität,15
9821,Arisdorf,Elektrizität,15
9822,Grancy,Keine,15
9823,Magliaso,Weitere,15
9824,Schwerzenbach,Elektrizität,15
9825,Sévaz,Elektrizität,15
9826,Buus,Elektrizität,15
9827,Tamins,Elektrizität,15
9828,Vaulruz,Elektrizität,15
9829,Crans (VD),Keine,15
9830,Obergerlafingen,Keine,15
9831,Wohlenschwil,Keine,15
9832,Botterens,Keine,15
9833,Truttikon,Keine,15
9834,Croy,Elektrizität,15
9835,Nuglar-St. Pantaleon,Keine,15
9836,Villarzel,Keine,15
9837,Sonvilier,Keine,15
9838,Reutigen,Elektrizität,15
9839,Schönengrund,Keine,15
9840,Saignelégier,Keine,15
9841,Cartigny,Elektrizität,15
9842,Bettens,Keine,15
9843,Montfaucon,Elektrizität,15
9844,Broc,Keine,15
9845,Sufers,Heizöl,15
9846,Ossingen,Elektrizität,15
9847,Ochlenberg,Keine,15
9848,Bargen (BE),Keine,15
9849,Diessenhofen,Keine,15
9850,Gurmels,Keine,15
9851,Stocken-Höfen,Elektrizität,15
9852,Bullet,Keine,15
9853,Cureglia,Keine,15
9854,Sisikon,Elektrizität,15
9855,Agiez,Heizöl,15
9856,Anniviers,Gas,15
9857,Saint-Barthélemy (VD),Weitere,15
9858,Hohentannen,Keine,14
9859,Eysins,Keine,14
9860,Müntschemier,Keine,14
9861,Grossdietwil,Elektrizität,14
9862,Lohn-Ammannsegg,Keine,14
9863,Rue,Keine,14
9864,Lostorf,Keine,14
9865,Rumisberg,Keine,14
9866,Fahrni,Elektrizität,14
9867,Belmont-sur-Yverdon,Elektrizität,14
9868,Commugny,Keine,14
9869,Leuzigen,Elektrizität,14
9870,Bottighofen,Elektrizität,14
9871,Chéserex,Keine,14
9872,Horrenbach-Buchen,Heizöl,14
9873,Saas-Fee,Keine,14
9874,Penthaz,Keine,14
9875,Penthalaz,Keine,14
9876,Grancy,Weitere,14
9877,Grandvillard,Keine,14
9878,La Ferrière,Keine,14
9879,Grens,Elektrizität,14
9880,Büren an der Aare,Keine,14
9881,Grosshöchstetten,Keine,14
9882,Witterswil,Elektrizität,14
9883,Burtigny,Elektrizität,14
9884,Bühl,Elektrizität,14
9885,Châtonnaye,Elektrizität,14
9886,Echarlens,Elektrizität,14
9887,Mont-la-Ville,Keine,14
9888,Chessel,Keine,14
9889,Losone,Keine,14
9890,Oberwil-Lieli,Keine,14
9891,Billens-Hennens,Elektrizität,14
9892,La Chaux (Cossonay),Elektrizität,14
9893,Les Clées,Weitere,14
9894,Val-de-Travers,Elektrizität,14
9895,S-chanf,Elektrizität,14
9896,Mörschwil,Gas,14
9897,Sorens,Keine,14
9898,Ligerz,Elektrizität,14
9899,Niederhünigen,Keine,14
9900,Heitenried,Elektrizität,14
9901,Hofstetten-Flüh,Keine,14
9902,Greifensee,Keine,14
9903,Rickenbach (SO),Gas,14
9904,Le Lieu,Keine,14
9905,Auboranges,Weitere,14
9906,Cuarnens,Elektrizität,14
9907,Presinge,Elektrizität,14
9908,Berken,Weitere,14
9909,Linden,Elektrizität,14
9910,Reute (AR),Elektrizität,14
9911,Lichtensteig,Keine,14
9912,Häutligen,Heizöl,14
9913,Sévaz,Weitere,14
9914,Féchy,Keine,14
9915,Breggia,Gas,14
9916,Cronay,Gas,14
9917,Yvorne,Elektrizität,14
9918,Gy,Gas,14
9919,Winznau,Elektrizität,14
9920,Crassier,Keine,14
9921,Courtelary,Keine,14
9922,Auenstein,Keine,14
9923,Mammern,Elektrizität,14
9924,Gebenstorf,Keine,14
9925,Doppleschwand,Elektrizität,14
9926,Pompaples,Gas,14
9927,Luthern,Elektrizität,14
9928,Luthern,Keine,14
9929,Lufingen,Elektrizität,14
9930,Messen,Elektrizität,14
9931,Bussy-sur-Moudon,Weitere,14
9932,Dintikon,Elektrizität,14
9933,Dietwil,Keine,14
9934,Genolier,Gas,14
9935,Rueyres,Keine,14
9936,Bofflens,Keine,14
9937,Recherswil,Elektrizität,14
9938,Hasle bei Burgdorf,Gas,14
9939,Bofflens,Heizöl,14
9940,Denges,Weitere,14
9941,Schlatt-Haslen,Elektrizität,14
9942,Oberburg,Keine,14
9943,Lampenberg,Elektrizität,14
9944,Schelten,Weitere,14
9945,Marchissy,Gas,14
9946,Dardagny,Elektrizität,14
9947,Forst-Längenbühl,Keine,14
9948,Suscévaz,Elektrizität,14
9949,Kesswil,Keine,14
9950,Anières,Keine,14
9951,Basadingen-Schlattingen,Gas,14
9952,Vullierens,Keine,14
9953,Höri,Keine,14
9954,Röthenbach im Emmental,Elektrizität,14
9955,Uetendorf,Gas,14
9956,Chamblon,Weitere,14
9957,Aeschi (SO),Keine,14
9958,Oberembrach,Keine,14
9959,Dietwil,Elektrizität,14
9960,Villars-Epeney,Heizöl,14
9961,Sufers,Elektrizität,14
9962,Brüttelen,Elektrizität,14
9963,Schönengrund,Elektrizität,14
9964,Wittenbach,Elektrizität,14
9965,Thusis,Gas,14
9966,Neuenegg,Gas,14
9967,Corsier-sur-Vevey,Keine,14
9968,Selzach,Keine,14
9969,Islisberg,Keine,14
9970,Bussy-sur-Moudon,Elektrizität,14
9971,Bettwiesen,Keine,14
9972,Buch am Irchel,Keine,14
9973,Bioggio,Keine,14
9974,Senarclens,Weitere,14
9975,Alberswil,Keine,14
9976,Gilly,Keine,14
9977,Gerlafingen,Elektrizität,14
9978,Pfyn,Elektrizität,14
9979,Hersberg,Elektrizität,14
9980,Seon,Gas,14
9981,Chapelle (Glâne),Elektrizität,14
9982,Chapelle (Glâne),Weitere,14
9983,Hauenstein-Ifenthal,Keine,13
9984,Montpreveyres,Elektrizität,13
9985,Anières,Weitere,13
9986,Ermensee,Keine,13
9987,Obermumpf,Elektrizität,13
9988,Habsburg,Elektrizität,13
9989,La Praz,Weitere,13
9990,Perroy,Keine,13
9991,Walliswil bei Wangen,Elektrizität,13
9992,Sutz-Lattrigen,Keine,13
9993,Troinex,Keine,13
9994,Rossenges,Heizöl,13
9995,Bedano,Weitere,13
9996,Chêne-Bourg,Keine,13
9997,Eisten,Heizöl,13
9998,Erschwil,Elektrizität,13
9999,Duggingen,Elektrizität,13
10000,Grens,Weitere,13
10001,Provence,Keine,13
10002,Welschenrohr-Gänsbrunnen,Keine,13
10003,Schwarzhäusern,Elektrizität,13
10004,Syens,Weitere,13
10005,Soyhières,Elektrizität,13
10006,Arosa,Gas,13
10007,Seftigen,Keine,13
10008,Daillens,Keine,13
10009,Wintersingen,Elektrizität,13
10010,Berolle,Elektrizität,13
10011,Vevey,Elektrizität,13
10012,Leukerbad,Gas,13
10013,Greng,Elektrizität,13
10014,Tenero-Contra,Gas,13
10015,Mollens (VD),Keine,13
10016,Bourg-Saint-Pierre,Unbestimmt,13
10017,Wiedlisbach,Keine,13
10018,Halten,Elektrizität,13
10019,Raron,Gas,13
10020,Nottwil,Keine,13
10021,Müntschemier,Elektrizität,13
10022,Chavannes-le-Veyron,Gas,13
10023,Altbüron,Keine,13
10024,Penthéréaz,Elektrizität,13
10025,Lotzwil,Keine,13
10026,Schenkon,Keine,13
10027,Ropraz,Elektrizität,13
10028,Egerkingen,Keine,13
10029,Brunegg,Elektrizität,13
10030,Weiach,Keine,13
10031,Andeer,Keine,13
10032,Altikon,Keine,13
10033,Russin,Weitere,13
10034,Airolo,Gas,13
10035,Killwangen,Keine,13
10036,Schlierbach,Keine,13
10037,Kirchlindach,Gas,13
10038,Greifensee,Elektrizität,13
10039,Bätterkinden,Keine,13
10040,Oberbalm,Elektrizität,13
10041,Bofflens,Elektrizität,13
10042,Lussery-Villars,Elektrizität,13
10043,Val-de-Charmey,Keine,13
10044,Oberems,Unbestimmt,13
10045,Prévondavaux,Heizöl,13
10046,Crémines,Elektrizität,13
10047,Morlon,Keine,13
10048,Fideris,Elektrizität,13
10049,Origlio,Weitere,13
10050,Givrins,Keine,13
10051,Fey,Keine,13
10052,Neuendorf,Gas,13
10053,Neggio,Weitere,13
10054,Stettfurt,Elektrizität,13
10055,Vuadens,Gas,13
10056,Teufen (AR),Gas,13
10057,Rossinière,Keine,13
10058,Gals,Elektrizität,13
10059,Gals,Keine,13
10060,Coinsins,Weitere,13
10061,Grosshöchstetten,Gas,13
10062,Kilchberg (BL),Heizöl,13
10063,Bowil,Elektrizität,13
10064,Gruyères,Keine,13
10065,Pont-en-Ogoz,Keine,13
10066,Chessel,Weitere,13
10067,Knonau,Elektrizität,13
10068,Bourrignon,Keine,13
10069,Eppenberg-Wöschnau,Weitere,13
10070,Masein,Keine,13
10071,Loveresse,Elektrizität,13
10072,Oulens-sous-Echallens,Keine,13
10073,Wengi,Keine,13
10074,Etziken,Keine,13
10075,Ellikon an der Thur,Elektrizität,13
10076,Le Grand-Saconnex,Keine,13
10077,Uebeschi,Keine,13
10078,Mathod,Weitere,13
10079,Kerzers,Gas,13
10080,Chexbres,Keine,13
10081,Balm bei Günsberg,Elektrizität,13
10082,Lully (VD),Weitere,13
10083,Siselen,Keine,13
10084,Sévaz,Gas,13
10085,Lovatens,Weitere,13
10086,Dotzigen,Keine,13
10087,Belmont-sur-Lausanne,Keine,13
10088,Wangenried,Keine,13
10089,Heimiswil,Keine,13
10090,Wünnewil-Flamatt,Gas,13
10091,Conters im Prättigau,Elektrizität,13
10092,La Baroche,Keine,13
10093,Chigny,Elektrizität,13
10094,Lignières,Keine,12
10095,Kirchleerau,Keine,12
10096,Vich,Keine,12
10097,Arni (AG),Elektrizität,12
10098,Hermenches,Weitere,12
10099,Chancy,Gas,12
10100,Wisen (SO),Elektrizität,12
10101,Liedertswil,Heizöl,12
10102,Calanca,Heizöl,12
10103,Leytron,Gas,12
10104,Niederried bei Interlaken,Elektrizität,12
10105,Chigny,Weitere,12
10106,Oberems,Heizöl,12
10107,Günsberg,Elektrizität,12
10108,Gretzenbach,Elektrizität,12
10109,Nunningen,Keine,12
10110,Chavannes-près-Renens,Weitere,12
10111,Bünzen,Elektrizität,12
10112,Tartegnin,Weitere,12
10113,Herdern,Elektrizität,12
10114,Bühler,Elektrizität,12
10115,Jussy,Gas,12
10116,Bösingen,Keine,12
10117,Hittnau,Gas,12
10118,Adligenswil,Keine,12
10119,Merenschwand,Keine,12
10120,Trasadingen,Keine,12
10121,Bissone,Gas,12
10122,Herbligen,Elektrizität,12
10123,Zweisimmen,Gas,12
10124,Torny,Elektrizität,12
10125,Steg-Hohtenn,Gas,12
10126,Gunzgen,Elektrizität,12
10127,Cortébert,Elektrizität,12
10128,Oeschgen,Keine,12
10129,Corcelles-le-Jorat,Gas,12
10130,Mattstetten,Elektrizität,12
10131,Berlingen,Keine,12
10132,Manno,Weitere,12
10133,Bad Ragaz,Gas,12
10134,Paradiso,Weitere,12
10135,Rüegsau,Gas,12
10136,Coppet,Gas,12
10137,Sils im Engadin/Segl,Elektrizität,12
10138,Saulcy,Keine,12
10139,Vals,Keine,12
10140,Innerthal,Elektrizität,12
10141,Conters im Prättigau,Keine,12
10142,Fideris,Keine,12
10143,Innerthal,Keine,12
10144,Lostallo,Keine,12
10145,Sins,Keine,12
10146,Ferenbalm,Keine,12
10147,Wiggiswil,Heizöl,12
10148,Gontenschwil,Keine,12
10149,Ferden,Keine,12
10150,Horn,Keine,12
10151,Rossenges,Weitere,12
10152,Bever,Elektrizität,12
10153,Bever,Keine,12
10154,Gottlieben,Weitere,12
10155,Maracon,Elektrizität,12
10156,Altbüron,Elektrizität,12
10157,Graben,Elektrizität,12
10158,Vulliens,Keine,12
10159,Lütschental,Elektrizität,12
10160,Seedorf (BE),Keine,12
10161,Cronay,Keine,12
10162,Pratteln,Unbestimmt,12
10163,Eichberg,Keine,12
10164,Lauerz,Gas,12
10165,Vaux-sur-Morges,Weitere,12
10166,Kandergrund,Elektrizität,12
10167,Bodio,Keine,12
10168,Plasselb,Keine,12
10169,Wuppenau,Elektrizität,12
10170,Vaulion,Keine,12
10171,Arboldswil,Elektrizität,12
10172,Schongau,Elektrizität,12
10173,Les Ponts-de-Martel,Elektrizität,12
10174,Hundwil,Elektrizität,12
10175,Brione sopra Minusio,Keine,12
10176,Zillis-Reischen,Elektrizität,12
10177,Semsales,Keine,12
10178,Schlierbach,Elektrizität,12
10179,Fontaines-sur-Grandson,Weitere,12
10180,Roveredo (GR),Gas,12
10181,Cornaux,Keine,12
10182,Unterbäch,Keine,12
10183,Schiers,Elektrizität,12
10184,Leutwil,Elektrizität,12
10185,Crassier,Gas,12
10186,Eglisau,Gas,12
10187,Grellingen,Elektrizität,12
10188,Villeret,Keine,12
10189,Saint-Brais,Elektrizität,12
10190,Soral,Weitere,12
10191,Clos du Doubs,Gas,12
10192,Val Mara,Gas,12
10193,Villorsonnens,Keine,12
10194,Dörflingen,Keine,12
10195,Bulle,Keine,12
10196,Uttigen,Keine,12
10197,Eclépens,Gas,12
10198,Romanel-sur-Lausanne,Keine,12
10199,Oppligen,Elektrizität,12
10200,Eschenz,Elektrizität,12
10201,Roggliswil,Keine,12
10202,Romainmôtier-Envy,Keine,12
10203,Rohrbach,Keine,12
10204,Dürrenäsch,Keine,12
10205,Dättlikon,Elektrizität,12
10206,Jenins,Keine,12
10207,Aclens,Keine,12
10208,Boulens,Elektrizität,12
10209,Rütschelen,Keine,12
10210,Metzerlen-Mariastein,Keine,12
10211,La Verrerie,Keine,12
10212,Saint-Gingolph,Gas,12
10213,Ursins,Weitere,12
10214,Eggenwil,Elektrizität,12
10215,Montet (Glâne),Elektrizität,12
10216,Ropraz,Keine,12
10217,Rudolfstetten-Friedlisberg,Keine,12
10218,Muzzano,Weitere,11
10219,Broc,Gas,11
10220,Altikon,Elektrizität,11
10221,Attiswil,Keine,11
10222,Brissago,Keine,11
10223,Vaulion,Elektrizität,11
10224,Beromünster,Gas,11
10225,Schlieren,Keine,11
10226,Adligenswil,Gas,11
10227,Weisslingen,Keine,11
10228,Uebeschi,Elektrizität,11
10229,Stüsslingen,Elektrizität,11
10230,Cugnasco-Gerra,Keine,11
10231,Cuarnens,Keine,11
10232,Moiry,Elektrizität,11
10233,Gündlischwand,Elektrizität,11
10234,Jonen,Keine,11
10235,Masein,Elektrizität,11
10236,Hüttlingen,Elektrizität,11
10237,Bardonnex,Weitere,11
10238,Prez,Gas,11
10239,Rongellen,Weitere,11
10240,Walterswil (BE),Elektrizität,11
10241,Saas-Fee,Gas,11
10242,Borex,Gas,11
10243,Trimmis,Gas,11
10244,Muttenz,Unbestimmt,11
10245,Cugnasco-Gerra,Gas,11
10246,Val-d'Illiez,Gas,11
10247,Landiswil,Elektrizität,11
10248,Saules (BE),Elektrizität,11
10249,Embrach,Gas,11
10250,Démoret,Gas,11
10251,Büetigen,Elektrizität,11
10252,Massonnens,Elektrizität,11
10253,Cadempino,Weitere,11
10254,Haut-Intyamon,Keine,11
10255,Carouge (GE),Keine,11
10256,Tamins,Keine,11
10257,Nods,Gas,11
10258,Ferden,Unbestimmt,11
10259,Tenero-Contra,Keine,11
10260,Montricher,Keine,11
10261,Salmsach,Elektrizität,11
10262,Ringgenberg (BE),Gas,11
10263,Felsberg,Keine,11
10264,Tartegnin,Heizöl,11
10265,Ried bei Kerzers,Elektrizität,11
10266,Démoret,Weitere,11
10267,Bonvillars,Keine,11
10268,Essertines-sur-Rolle,Keine,11
10269,Remetschwil,Keine,11
10270,Zillis-Reischen,Heizöl,11
10271,Weesen,Elektrizität,11
10272,Aclens,Weitere,11
10273,Saillon,Gas,11
10274,Urmein,Gas,11
10275,Wald (AR),Elektrizität,11
10276,Bretonnières,Elektrizität,11
10277,Lamone,Weitere,11
10278,Bretigny-sur-Morrens,Weitere,11
10279,L'Abergement,Elektrizität,11
10280,Jenaz,Elektrizität,11
10281,Castaneda,Unbestimmt,11
10282,Fischbach,Keine,11
10283,Heiligenschwendi,Keine,11
10284,Etagnières,Keine,11
10285,Lengwil,Elektrizität,11
10286,Eriswil,Keine,11
10287,Dintikon,Keine,11
10288,Vucherens,Keine,11
10289,Gansingen,Keine,11
10290,Trey,Gas,11
10291,Bière,Keine,11
10292,Loveresse,Keine,11
10293,Trubschachen,Keine,11
10294,Nebikon,Keine,11
10295,Le Locle,Keine,11
10296,Gunzgen,Gas,11
10297,Oberägeri,Gas,11
10298,Bettmeralp,Keine,11
10299,Bulle,Gas,11
10300,Widen,Keine,11
10301,Bleienbach,Elektrizität,11
10302,Kemmental,Gas,11
10303,Sorengo,Weitere,11
10304,Horriwil,Gas,11
10305,Konolfingen,Gas,11
10306,Chevroux,Keine,11
10307,Herznach-Ueken,Keine,11
10308,Neckertal,Gas,11
10309,Ependes (VD),Weitere,11
10310,Petit-Val,Keine,11
10311,Ormont-Dessus,Gas,11
10312,Lovatens,Gas,11
10313,Auw,Keine,11
10314,Corgémont,Keine,11
10315,Oberried am Brienzersee,Elektrizität,11
10316,Treiten,Elektrizität,11
10317,Grancy,Elektrizität,11
10318,Bettlach,Keine,11
10319,Oberrohrdorf,Keine,11
10320,Jouxtens-Mézery,Keine,11
10321,Seewen,Elektrizität,11
10322,Bursinel,Weitere,11
10323,Stadel,Keine,11
10324,Arnex-sur-Nyon,Keine,11
10325,Courtedoux,Keine,11
10326,Tévenon,Keine,11
10327,Wettswil am Albis,Gas,11
10328,Gollion,Keine,11
10329,Pollegio,Gas,11
10330,Vernayaz,Keine,11
10331,Mathod,Keine,11
10332,Collonges,Keine,11
10333,Poliez-Pittet,Elektrizität,11
10334,Bettwil,Elektrizität,11
10335,Olsberg,Elektrizität,11
10336,Oberrüti,Elektrizität,11
10337,Trachselwald,Elektrizität,11
10338,Ménières,Keine,11
10339,Courchavon,Elektrizität,11
10340,Gordola,Keine,11
10341,Moosleerau,Gas,10
10342,Därligen,Keine,10
10343,Treytorrens (Payerne),Weitere,10
10344,Amden,Keine,10
10345,Chessel,Elektrizität,10
10346,Albula/Alvra,Keine,10
10347,Ferrera,Heizöl,10
10348,Luzein,Gas,10
10349,Wangen an der Aare,Keine,10
10350,Sommeri,Keine,10
10351,Riedholz,Keine,10
10352,Orny,Elektrizität,10
10353,Tannay,Gas,10
10354,Neyruz (FR),Keine,10
10355,Eggiwil,Keine,10
10356,Montpreveyres,Keine,10
10357,Gondiswil,Keine,10
10358,Saint-Oyens,Elektrizität,10
10359,Bournens,Weitere,10
10360,Riedholz,Gas,10
10361,Tannay,Keine,10
10362,Saint-Oyens,Gas,10
10363,Cheseaux-Noréaz,Keine,10
10364,Bournens,Keine,10
10365,Bennwil,Elektrizität,10
10366,Nods,Keine,10
10367,Saas-Grund,Keine,10
10368,Grandval,Elektrizität,10
10369,Mauraz,Gas,10
10370,Meyriez,Elektrizität,10
10371,Onnens (VD),Elektrizität,10
10372,Vernayaz,Gas,10
10373,Romanel-sur-Morges,Weitere,10
10374,Mont-Vully,Gas,10
10375,Stalden (VS),Keine,10
10376,Saillon,Keine,10
10377,Rubigen,Keine,10
10378,Gravesano,Weitere,10
10379,Châtillon (JU),Elektrizität,10
10380,Hemishofen,Keine,10
10381,St. Stephan,Gas,10
10382,Hochfelden,Keine,10
10383,Egg,Gas,10
10384,Soubey,Keine,10
10385,Hitzkirch,Gas,10
10386,Ormont-Dessous,Gas,10
10387,Bowil,Keine,10
10388,Därstetten,Elektrizität,10
10389,Valeyres-sous-Ursins,Elektrizität,10
10390,Henniez,Keine,10
10391,Sonceboz-Sombeval,Keine,10
10392,Saint-George,Gas,10
10393,Sonvilier,Elektrizität,10
10394,Saint-Cergue,Keine,10
10395,Niederwil (AG),Keine,10
10396,Saint-Aubin (FR),Gas,10
10397,Orges,Keine,10
10398,Rovray,Keine,10
10399,Berg am Irchel,Elektrizität,10
10400,Niederweningen,Keine,10
10401,Grindel,Elektrizität,10
10402,Büetigen,Keine,10
10403,Niederrohrdorf,Gas,10
10404,Santa Maria in Calanca,Gas,10
10405,Dizy,Weitere,10
10406,Tschugg,Keine,10
10407,Castel San Pietro,Keine,10
10408,Berolle,Keine,10
10409,Uezwil,Keine,10
10410,Vufflens-le-Château,Weitere,10
10411,Ufhusen,Elektrizität,10
10412,Volken,Keine,10
10413,Wäldi,Gas,10
10414,Oberlangenegg,Elektrizität,10
10415,Schleinikon,Elektrizität,10
10416,Giffers,Keine,10
10417,Vuiteboeuf,Elektrizität,10
10418,Cornaux,Elektrizität,10
10419,Le Vaud,Keine,10
10420,Zwischbergen,Weitere,10
10421,Steinerberg,Keine,10
10422,Vulliens,Elektrizität,10
10423,Arni (AG),Keine,10
10424,Oberbipp,Gas,10
10425,Eppenberg-Wöschnau,Elektrizität,10
10426,Altnau,Elektrizität,10
10427,Bäretswil,Gas,10
10428,Vorderthal,Elektrizität,10
10429,Gampelen,Gas,10
10430,Törbel,Keine,10
10431,Arbedo-Castione,Keine,10
10432,Fétigny,Gas,10
10433,Meinisberg,Keine,10
10434,Furna,Keine,10
10435,Crésuz,Keine,10
10436,Leissigen,Keine,10
10437,Kaiseraugst,Keine,10
10438,Suchy,Elektrizität,10
10439,Willadingen,Keine,10
10440,Brüttelen,Keine,10
10441,Schwanden bei Brienz,Keine,10
10442,Hermrigen,Keine,10
10443,Pierrafortscha,Weitere,10
10444,Wiliberg,Heizöl,10
10445,Marchissy,Keine,10
10446,Guggisberg,Keine,10
10447,Hauenstein-Ifenthal,Elektrizität,10
10448,Vico Morcote,Weitere,10
10449,Unterkulm,Gas,10
10450,Buchillon,Keine,10
10451,Bonaduz,Keine,10
10452,Fiez,Keine,10
10453,Paradiso,Keine,10
10454,Renan (BE),Gas,10
10455,Arni (BE),Elektrizität,10
10456,Nürensdorf,Keine,10
10457,Horriwil,Elektrizität,10
10458,Suscévaz,Weitere,10
10459,Villarzel,Elektrizität,10
10460,Sauge,Keine,10
10461,Winznau,Gas,10
10462,Fideris,Gas,10
10463,Oberrüti,Gas,10
10464,Scuol,Gas,10
10465,Walperswil,Keine,10
10466,Amsoldingen,Elektrizität,10
10467,Diessbach bei Büren,Elektrizität,10
10468,Walkringen,Keine,10
10469,Les Montets,Gas,10
10470,Corcelles-le-Jorat,Elektrizität,10
10471,Mumpf,Keine,10
10472,Moutier,Gas,10
10473,Henniez,Weitere,9
10474,Neerach,Keine,9
10475,Homburg,Elektrizität,9
10476,Mühlau,Elektrizität,9
10477,Innerthal,Gas,9
10478,Hohentannen,Elektrizität,9
10479,Jussy,Keine,9
10480,Bonfol,Keine,9
10481,Hermenches,Gas,9
10482,Ueberstorf,Keine,9
10483,Niederbüren,Elektrizität,9
10484,Morlon,Elektrizität,9
10485,Turgi,Keine,9
10486,Molondin,Elektrizität,9
10487,Tschugg,Elektrizität,9
10488,Mägenwil,Keine,9
10489,Montcherand,Keine,9
10490,Horn,Elektrizität,9
10491,Blumenstein,Elektrizität,9
10492,Trub,Elektrizität,9
10493,Vallon,Elektrizität,9
10494,Hüniken,Weitere,9
10495,Vex,Keine,9
10496,Jegenstorf,Keine,9
10497,Titterten,Elektrizität,9
10498,Neuendorf,Keine,9
10499,Jaun,Keine,9
10500,Homberg,Keine,9
10501,Moiry,Keine,9
10502,Untervaz,Elektrizität,9
10503,Leutwil,Keine,9
10504,Hubersdorf,Elektrizität,9
