Gemeinde,PaxGas,PaxElektrizität,PaxÖl,PaxKeine,PaxUnbestimmt,PaxWeitere
Wald (AR),202.0,22.0,288.0,0.0,105.0,358.0
Wald (BE),9.0,74.0,418.0,29.0,172.0,514.0
Wald (ZH),82.0,269.0,4797.0,33.0,3156.0,2038.0
Waldenburg,4.0,106.0,601.0,134.0,0.0,305.0
Waldkirch,0.0,90.0,1243.0,1.0,487.0,1840.0
Waldstatt,590.0,60.0,535.0,3.0,250.0,418.0
Walenstadt,8.0,336.0,2845.0,13.0,1612.0,1029.0
Walkringen,11.0,85.0,653.0,0.0,268.0,856.0
Wallbach,349.0,146.0,532.0,2.0,703.0,319.0
Wallisellen,6830.0,479.0,3349.0,147.0,4703.0,1999.0
Walliswil bei Niederbipp,0.0,6.0,94.0,11.0,51.0,61.0
Walliswil bei Wangen,2.0,31.0,266.0,3.0,154.0,153.0
Walperswil,5.0,88.0,418.0,9.0,305.0,227.0
Waltenschwil,335.0,58.0,1216.0,0.0,1048.0,427.0
Walterswil (BE),0.0,27.0,112.0,0.0,56.0,371.0
Walterswil (SO),94.0,51.0,276.0,3.0,163.0,171.0
Walzenhausen,530.0,92.0,827.0,4.0,272.0,437.0
Wangen (SZ),177.0,243.0,2405.0,3.0,1314.0,1304.0
Wangen an der Aare,0.0,152.0,1126.0,9.0,689.0,442.0
Wangen bei Olten,1179.0,229.0,2138.0,5.0,1403.0,387.0
Wangen-Brüttisellen,1493.0,158.0,3883.0,7.0,1790.0,708.0
Wangenried,0.0,18.0,182.0,0.0,76.0,137.0
Wartau,1051.0,75.0,1930.0,0.0,1159.0,1164.0
Warth-Weiningen,173.0,65.0,555.0,1.0,191.0,405.0
Wassen,1.0,68.0,182.0,8.0,12.0,165.0
Wasterkingen,0.0,53.0,175.0,0.0,224.0,135.0
Wattenwil,0.0,198.0,1320.0,5.0,570.0,1101.0
Wattwil,2189.0,159.0,2682.0,6.0,1797.0,2239.0
Wauwil,7.0,108.0,888.0,0.0,1163.0,306.0
Weesen,7.0,34.0,930.0,19.0,395.0,399.0
Wegenstetten,4.0,63.0,541.0,1.0,200.0,237.0
Weggis,13.0,345.0,1832.0,6.0,1428.0,959.0
Weiach,3.0,20.0,704.0,0.0,847.0,495.0
Weinfelden,6000.0,90.0,3142.0,13.0,1182.0,1298.0
Weiningen (ZH),578.0,82.0,2404.0,3.0,1264.0,397.0
Weisslingen,7.0,117.0,1637.0,3.0,1092.0,596.0
Welschenrohr-Gänsbrunnen,0.0,36.0,862.0,1.0,103.0,210.0
Wengi,2.0,11.0,249.0,12.0,154.0,225.0
Wenslingen,0.0,29.0,265.0,74.0,0.0,336.0
Werthenstein,0.0,94.0,647.0,13.0,428.0,1019.0
Wettingen,4561.0,605.0,11765.0,16.0,2866.0,1190.0
Wettswil am Albis,146.0,207.0,2802.0,3.0,1801.0,252.0
Wetzikon (ZH),10083.0,955.0,6291.0,134.0,4978.0,3067.0
Wichtrach,0.0,366.0,1868.0,14.0,948.0,1187.0
Widen,6.0,147.0,2531.0,2.0,998.0,170.0
Widnau,2701.0,38.0,3872.0,13.0,2818.0,577.0
Wiedlisbach,3.0,113.0,1414.0,14.0,502.0,444.0
Wiesendangen,968.0,209.0,2050.0,10.0,2662.0,823.0
Wiggiswil,0.0,7.0,43.0,0.0,12.0,41.0
Wigoltingen,600.0,80.0,944.0,5.0,555.0,487.0
Wikon,41.0,45.0,724.0,0.0,449.0,331.0
Wil (SG),7467.0,417.0,9656.0,28.0,5209.0,1721.0
Wil (ZH),5.0,63.0,557.0,0.0,554.0,327.0
Wila,2.0,82.0,884.0,2.0,524.0,555.0
Wilchingen,17.0,109.0,627.0,0.0,333.0,656.0
Wildberg,2.0,60.0,394.0,0.0,249.0,330.0
Wilderswil,13.0,153.0,1437.0,17.0,534.0,563.0
Wildhaus-Alt St. Johann,6.0,237.0,895.0,0.0,501.0,1199.0
Wilen (TG),1451.0,23.0,358.0,0.0,406.0,251.0
Wiler (Lötschen),3.0,127.0,333.0,0.0,56.0,61.0
Wiler bei Utzenstorf,0.0,77.0,392.0,0.0,330.0,218.0
Wileroltigen,0.0,7.0,175.0,0.0,80.0,117.0
Wiliberg,0.0,3.0,25.0,0.0,86.0,61.0
Willadingen,0.0,4.0,76.0,2.0,42.0,69.0
Willisau,3.0,599.0,3781.0,3.0,2619.0,2143.0
Wimmis,4.0,209.0,762.0,2.0,394.0,1244.0
Windisch,2776.0,244.0,3148.0,0.0,977.0,838.0
Winkel,229.0,223.0,1811.0,7.0,1955.0,625.0
Wintersingen,0.0,26.0,272.0,53.0,3.0,294.0
Winterthur,31115.0,1261.0,41462.0,627.0,25660.0,15089.0
Winznau,26.0,173.0,990.0,1.0,565.0,188.0
Wisen (SO),2.0,42.0,170.0,2.0,89.0,137.0
Wittenbach,272.0,39.0,4926.0,2.0,3031.0,1508.0
Witterswil,2.0,55.0,923.0,0.0,409.0,90.0
Wittinsburg,2.0,8.0,110.0,64.0,2.0,254.0
Wittnau,10.0,71.0,376.0,4.0,527.0,420.0
Wohlen (AG),6401.0,206.0,5997.0,45.0,3217.0,1080.0
Wohlen bei Bern,279.0,599.0,4055.0,6.0,2586.0,1858.0
Wohlenschwil,9.0,53.0,614.0,4.0,764.0,326.0
Wolfenschiessen,6.0,71.0,624.0,0.0,679.0,779.0
Wolfhalden,466.0,85.0,649.0,17.0,226.0,521.0
Wolfwil,9.0,143.0,843.0,0.0,777.0,618.0
Wolhusen,137.0,193.0,1771.0,14.0,1328.0,879.0
Wollerau,2159.0,331.0,2826.0,1.0,1463.0,518.0
Worb,97.0,524.0,6334.0,2.0,2522.0,2121.0
Worben,42.0,223.0,1052.0,17.0,637.0,615.0
Wuppenau,0.0,28.0,436.0,5.0,334.0,426.0
Wynau,6.0,86.0,964.0,0.0,311.0,306.0
Wynigen,2.0,92.0,513.0,2.0,494.0,1084.0
Wyssachen,23.0,69.0,398.0,0.0,109.0,603.0
Wädenswil,7755.0,1263.0,8019.0,17.0,5922.0,2018.0
Wäldi,34.0,33.0,460.0,0.0,174.0,395.0
Wängi,741.0,195.0,2257.0,2.0,922.0,749.0
Wölflinswil,0.0,58.0,375.0,0.0,295.0,312.0
Wünnewil-Flamatt,32.0,331.0,2414.0,8.0,1728.0,1141.0
Würenlingen,3.0,186.0,451.0,2.0,954.0,3351.0
Würenlos,35.0,184.0,3908.0,0.0,1848.0,564.0
Yens,592.0,146.0,386.0,0.0,255.0,143.0
Yverdon-les-Bains,16503.0,555.0,9837.0,81.0,1173.0,1515.0
Yvonand,517.0,529.0,1284.0,13.0,458.0,742.0
Yvorne,411.0,31.0,375.0,3.0,124.0,110.0
Zeglingen,3.0,0.0,119.0,59.0,0.0,360.0
Zeihen,17.0,79.0,285.0,2.0,450.0,366.0
Zeiningen,15.0,87.0,985.0,0.0,1082.0,272.0
Zell (LU),0.0,102.0,980.0,0.0,567.0,486.0
Zell (ZH),13.0,269.0,3022.0,7.0,1954.0,1217.0
Zeneggen,4.0,26.0,115.0,0.0,36.0,143.0
Zermatt,163.0,629.0,3813.0,8.0,661.0,518.0
Zernez,5.0,286.0,558.0,2.0,186.0,496.0
Zetzwil,0.0,65.0,580.0,0.0,505.0,237.0
Ziefen,4.0,54.0,600.0,276.0,0.0,724.0
Zielebach,4.0,40.0,177.0,0.0,68.0,90.0
Zihlschlacht-Sitterdorf,448.0,76.0,925.0,19.0,646.0,399.0
Zillis-Reischen,0.0,23.0,27.0,0.0,206.0,140.0
Zizers,2.0,79.0,2094.0,15.0,650.0,686.0
Zofingen,3845.0,608.0,4433.0,37.0,2072.0,1108.0
Zollikofen,2729.0,358.0,4621.0,0.0,2081.0,1075.0
Zollikon,3425.0,255.0,6381.0,36.0,2538.0,672.0
Zuchwil,3894.0,96.0,3436.0,33.0,452.0,1191.0
Zufikon,18.0,116.0,2869.0,6.0,1157.0,558.0
Zug,11884.0,770.0,8932.0,3.0,5855.0,3843.0
Zullwil,0.0,18.0,383.0,0.0,134.0,123.0
Zumikon,13.0,111.0,3353.0,5.0,1474.0,646.0
Zunzgen,0.0,317.0,1417.0,375.0,0.0,607.0
Zuoz,3.0,71.0,884.0,2.0,166.0,104.0
Zurzach,170.0,597.0,4224.0,9.0,1409.0,1449.0
Zuzgen,3.0,54.0,289.0,0.0,340.0,231.0
Zuzwil (BE),0.0,7.0,329.0,0.0,85.0,145.0
Zuzwil (SG),1897.0,72.0,1460.0,4.0,942.0,501.0
Zweisimmen,7.0,262.0,942.0,0.0,691.0,1272.0
Zwieselberg,0.0,29.0,97.0,4.0,64.0,151.0
Zwingen,30.0,123.0,1226.0,508.0,0.0,737.0
Zwischbergen,0.0,61.0,1.0,4.0,1.0,11.0
Zäziwil,0.0,98.0,719.0,29.0,336.0,463.0
Zürich,186006.0,398.0,96696.0,29217.0,5948.0,105300.0
Zürichsee (ZH),142.0,28.0,151.0,2.0,81.0,19.0
